No | KKKS | NDP | Tender Title | Expected Invitation Date | Currency | Estimated Value | Minimum TKDN
476 | PERTAMINA EP, PT | A043-25-A-100205 | Jasa Perawatan Konstruksi Sipil Fasilitas Pendukung Operasional Area Tarakan dan Sembakung | Januari 2026 | IDR | 9960370925 | 90
477 | PERTAMINA EP, PT | A043-25-A-100303 | Jasa Verifikasi TKDN | Januari 2026 | IDR | 33220600000 | 90
478 | PERTAMINA EP, PT | A043-25-A-100306 | Jasa Konstruksi Kelistrikan di Bunyu Field dan Tarakan Field Pertamina EP Zona 10 | Januari 2026 | IDR | 49500000000 | 75
479 | PERTAMINA EP, PT | A043-25-B-090329 | Pengadaan Material Pipa 10 Inch Sch 20 Untuk Proyek South Mahakam (SMHK). | Januari 2026 | IDR | 49932966000 | 26
480 | PERTAMINA EP, PT | A043-25-B-090348 | Penyediaan Jasa Penyewaan dan Pengoperasian Hydraulic Pumping Unit (HPU) termasuk Tenaga Penggerak di PT Pertamina EP Field Tanjung Sangasanga Sangatta | Januari 2026 | IDR | 28858675000 | 75
481 | PERTAMINA EP, PT | A043-25-B-100349 | Penyediaan Jasa Penyewaan dan Pengoperasian Hydraulic Pumping Unit (HPU) Termasuk Tenaga Penggerak di Wilayah Kerja PT Pertamina EP Lapangan Bunyu dan Tarakan | Januari 2026 | IDR | 16847550000 | 75
482 | PERTAMINA EP, PT | A043-25-B-090330 | Pengadaan Material Hot Bend Pipe Untuk Proyek South Mahakam (SMHK) | Januari 2026 | IDR | 8465797800 | 25
483 | PERTAMINA EP, PT | A043-25-B-090331 | Jasa Konstruksi TrunkLine & HDD Area Pertamina EP & Pertamina Hulu Sanga Sanga | Januari 2026 | IDR | 46000000000 | 50
484 | PERTAMINA EP, PT | A043-25-B-090337 | Surface Facilities Project Execution, Maintenance and Support Services Zona 9 | Januari 2026 | IDR | 19436000000 | 90
485 | PERTAMINA EP, PT | A043-25-B-130159 | Pengadaan Call Off Order (COO) Chemical Formulated Solvent Untuk Kebutuhan Operasi Produksi PT Pertamina EP Donggi Matindok Field | September 2026 | IDR | 12250000000 | 40
486 | PERTAMINA EP, PT | A043-25-B-530167 | TFC CASING DAN TUBING HIGH GRADE CHROMIUM PREMIUM CONNECTION | April 2026 | USD | 100000 | 25
487 | PERTAMINA EP, PT | A043-25-B-530168 | TFC TUBING | April 2026 | USD | 100000 | 25
488 | PERTAMINA EP, PT | A043-26-A-510005 | Penyediaan Jasa Pekerjaan Pengamanan Operasional Sekuriti di PT Pertamina EP Regional 2 Zona 7 Tambun Field | Oktober 2026 | IDR | 66959815615 | 90
489 | PERTAMINA EP, PT | A043-26-A-510007 | Penyediaan Jasa Dukungan Layanan L2 Support ICT | Maret 2026 | IDR | 30588999767 | 90
490 | PERTAMINA EP, PT | A043-26-A-510008 | Pengadaan Jasa dan Dukungan Layanan Infrastruktur IoT IMS PT Pertamina EP | Juli 2026 | IDR | 9894128000 | 80
491 | PERTAMINA EP, PT | A043-26-A-510009 | COO 3 Tahun Seamless 40 untuk PT Pertamina EP | Februari 2026 | IDR | 72000000000 | 25
492 | PERTAMINA EP, PT | A043-26-A-510010 | COO 3 Tahun Seamless 80 untuk PT Pertamina EP | Februari 2026 | IDR | 72500000000 | 0
493 | PERTAMINA EP, PT | A043-26-A-510012 | Perjanjian Call Off Order Material Pour Point Depressant (PPD) di PT Pertamina EP Zona 7 | Maret 2026 | IDR | 35000000000 | 40
494 | PERTAMINA EP, PT | A043-26-A-510013 | PENGADAAN VISCOSIFIER (POLYMER) KOMPATIBEL DENGAN KCI & CACL2 DENGAN SISTEM CALL OFF ORDER (COO) DI PT PERTAMINA EP ZONA 7 | Mei 2026 | IDR | 50000000000 | 40
495 | PERTAMINA EP, PT | A043-26-A-510014 | PENGADAAN COO CACL2 DI PT PERTAMINA EP ZONA 7 | Juli 2026 | IDR | 40000000000 | 10
496 | PERTAMINA EP, PT | A043-26-A-510016 | Penyediaan Tenaga Kerja Jasa Penunjang Profesional di Kantor Pusat Regional 2 PT Pertamina EP | Juli 2026 | IDR | 50884132536 | 90
497 | PERTAMINA EP, PT | A043-26-A-510017 | Penyediaan Tenaga Kerja Jasa Penunjang Adminstrasi dan Teknis di Kantor Pusat Regional 2 PT Pertamina EP | Juli 2026 | IDR | 69829823363 | 90
498 | PERTAMINA EP, PT | A043-25-B-090338 | Konstruksi Sipil Fasilitas Produksi Dan Fasilitas Pendukung Field Sanga-Sanga Region 3 Zona 9 | Januari 2026 | IDR | 20000000000 | 80
499 | PERTAMINA EP, PT | A043-25-A-090171 | Penyediaan Jasa dan Material Pemeliharaan Konstruksi Sipil di Pertamina EP – | Januari 2026 | IDR | 36293808000 | 80
500 | PERTAMINA EP, PT | A043-25-B-090354 | PENGADAAN MOBILE TEST UNIT WELLHEAD TEST FACILITY OPLL GAS LOUISE-NONNY- MUARA-TANJUNG UNA | April 2026 | IDR | 8550000000 | 10
501 | PERTAMINA EP, PT | A043-25-B-090353 | Jasa Pemantauan Lingkungan, Analisa laboratorium dan Penyusunan Laporan Pelaksanaan RKL-RPL di PT Pertamina EP Tanjung Field, Sangasanga Field dan Sangatta Field Regional 3 | April 2026 | IDR | 23911884841 | 85
502 | PERTAMINA EP, PT | A043-25-B-090355 | PENGADAAN GAS FLOWMETER CUSTODY METERING PACKAGE OPLL GAS LOUISE-NONNY- MUARA-TANJUNG UNA | Mei 2026 | IDR | 8388475000 | 10
503 | PERTAMINA EP, PT | A043-25-A-530030 | Pekerjaan Jasa Pembuatan Pondasi Cellar untuk Sumur Eksplorasi Jawa Bagian Timur-2 | April 2026 | IDR | 49500000000 | 90
504 | PERTAMINA EP, PT | A043-25-A-530033 | Pekerjaan Electric Wireline Logging, Data Processing & Analysis (EWLDPA) Sumur Pengeboran Area Jawa & Sulawesi. | April 2026 | IDR | 49500000000 | 60
505 | PERTAMINA EP, PT | A043-25-A-530038 | Jasa Konsultansi & Tenaga Ahli Pengawasan Operasi Survei Seismik & Processing 2D & 3D Tedong & Marsal | April 2026 | IDR | 15000000000 | 90
506 | PERTAMINA EP, PT | A043-25-A-530051 | COO Cementing Accessories | Maret 2026 | IDR | 20000000000 | 25
507 | PERTAMINA EP, PT | A043-25-A-110057 | Penyediaan Jasa Sewa Armada Alat Angkat dan Angkut untuk Menunjang Operasi Produksi di Wilayah Kerja PT Pertamina EP Sukowati Field | Februari 2026 | IDR | 35320000000 | 80
508 | PERTAMINA EP, PT | A043-26-A-090108 | Jasa Kajian Lingkungan, Penyusunan Amdal Baru, Addendum Andal dan RKL-RPL, Formulir UKL-UPL, Persetujuan Teknis dan Persetujuan Lingkungan di PEP TSS | April 2026 | IDR | 26948811945 | 90
509 | PERTAMINA EP, PT | A043-25-B-530169 | TFC CASING DAN TUBING HIGH GRADE CHROMIUM PREMIUM CONNECTION | April 2026 | USD | 100000 | 25
510 | PERTAMINA EP, PT | A043-25-B-530170 | TFC CASING HIGH GRADE & PREMIUM CONNECTION | April 2026 | USD | 100000 | 25
511 | PERTAMINA EP, PT | A043-25-B-530171 | TFC TUBING | April 2026 | USD | 100000 | 25
512 | PERTAMINA EP, PT | A043-25-B-110183 | Technical Services for Quality and Inspection | April 2026 | IDR | 16000000000 | 90
513 | PERTAMINA EP, PT | A043-25-B-110197 | Jasa Pekerjaan Penyemenan Sumur Zona 11 | April 2026 | IDR | 38000000000 | 50
514 | PERTAMINA EP, PT | A043-25-B-130207 | Sewa Layanan LAN Extention untuk Fasilitas Produksi SHU Regional 4 | Mei 2026 | IDR | 36342207326 | 60
515 | PERTAMINA EP, PT | A043-25-B-130208 | Jasa Integrity Maintenance & Repair Donggi Matindok Field | Januari 2026 | IDR | 28500000000 | 75
516 | PERTAMINA EP, PT | A043-25-B-130209 | Jasa Pemeliharaan Well Head Control Panel di Sumur Area Donggi Matindok | April 2026 | IDR | 13000000000 | 40
517 | PERTAMINA EP, PT | A043-25-B-130210 | Jasa Pemeliharaan Unit Air Dryer Nitrogen Package dan Instrument Air Package Brand Donaldson di PT Pertamina EP Field Donggi Matindok | April 2026 | IDR | 15000000000 | 50
518 | PERTAMINA EP, PT | A043-25-B-140216 | COO Pekerjaan Instalasi dan Pengadaan Mechanical, Elektrikal dan Instrument Fasilitas Produksi | April 2026 | IDR | 49908778000 | 55
519 | PERTAMINA EP, PT | A043-25-B-530225 | Kontrak Bersama Jasa Verifikasi TKDN | Mei 2026 | IDR | 17445100000 | 90
520 | PERTAMINA EP, PT | A043-25-A-110229 | Jasa Maintenance Engine MWM Secara Call of Order (COO) Di Pertamina EP Field Cepu Zona 11 | April 2026 | IDR | 30473025827 | 35
521 | PERTAMINA EP, PT | A043-25-A-110236 | Provision of QHSSE Management System and Contractor HSE Management System Services Zona 11 | April 2026 | IDR | 31598935815 | 80
522 | PERTAMINA EP, PT | A043-26-A-510018 | Pekerjaan Jasa Lumpur Pemboran Lengkap dengan Peralatan, Material, dan Personel untuk Wilayah Jatibarang Zona 7 PT Pertamina EP | April 2026 | USD | 4950164 | 50
523 | PERTAMINA EP, PT | A043-26-A-510019 | Jasa Sewa Unit Crew Boat di Lapangan X- Ray Field Jatibarang | Februari 2026 | IDR | 63633625000 | 85
524 | PERTAMINA EP, PT | A043-26-A-510020 | Jasa Sewa unit Anchor Handling Tug/Supply (AHT/S) di Lapangan X-Ray Field Jatibarang | April 2026 | IDR | 73174531048 | 80
525 | PERTAMINA EP, PT | A043-26-A-510021 | Pekerjaan Pengawasan Pelaksanaan Survei Seismik 3D Barasukma Provinsi Jawa Barat | Mei 2026 | IDR | 13153275482 | 90
526 | PERTAMINA EP, PT | A043-26-A-510022 | Pekerjaan Pembuatan Pondasi Sellar Serta Sarana Penunjang Lainnya, Penyediaan Alat Berat Dan Jasa Penunjang Lainnya Untuk Pengeboran 2 (dua) Sumur Eksplorasi Jawa 27 | Februari 2026 | IDR | 72700613000 | 90
527 | PERTAMINA EP, PT | A043-26-A-510023 | Pekerjaan Electric Wireline Logging, Data Processing & Interpretation (EWLDPI) Sumur Eksplorasi Regional 2 | Maret 2026 | USD | 2900000 | 55
528 | PERTAMINA EP, PT | A043-26-A-510024 | Pengadaan PDC Bit PT Pertamina EP Zona 7 dengan Sistem COO | April 2026 | IDR | 65000000000 | 0
529 | PERTAMINA EP, PT | A043-26-A-510025 | Pengadaan Rock Bit PT Pertamina EP Zona 7 dengan Sistem COO | Juli 2026 | IDR | 65000000000 | 0
530 | PERTAMINA EP, PT | A043-26-A-510026 | COO STOVE PIPE 30 ZONA 7 PERTAMINA EP | April 2026 | IDR | 20000000000 | 40
531 | PERTAMINA EP, PT | A043-26-A-510027 | Pengadaan Casing 13- 3/8" Low Grade Zona 7 (TFC tahap 2) | April 2026 | USD | 4700000 | 25
532 | PERTAMINA EP, PT | A043-26-A-510028 | Pengadaan Casing High Grade Size 9-5/8" Zona 7 | April 2026 | USD | 4800000 | 25
533 | PERTAMINA EP, PT | A043-26-A-510029 | Pengadaan Casing High Grade Size 7" Zona 7 | Juni 2026 | USD | 3500000 | 25
534 | PERTAMINA EP, PT | A043-26-A-510030 | Pengadaan Tubing dan Pup Joint High Grade Zona 7 | April 2026 | USD | 4750000 | 40
535 | PERTAMINA EP, PT | A043-25-A-110068 | Maintenance dan Upgrading Surveillance System | April 2026 | IDR | 7500000000 | 35
536 | PERTAMINA EP, PT | A043-25-A-110076 | Pengadaan Chelating Agent untuk Sulfur Recovery Unit (SRU) di PT Pertamina EP Sukowati Field | April 2026 | IDR | 42000000000 | 25
537 | PERTAMINA EP, PT | A043-25-A-110094 | Pipeline Operation & Maintenance Services | April 2026 | IDR | 15000000000 | 60
538 | PERTAMINA EP, PT | A043-25-A-110100 | Provision of Chemical Services | April 2026 | IDR | 11000000000 | 60
539 | PERTAMINA EP, PT | A043-25-A-110104 | Penyedia Jasa Instalasi & Pemeliharaan CCTV System Zona 11 | April 2026 | IDR | 21000000000 | 35
540 | PERTAMINA EP, PT | A043-25-A-140134 | Jasa Penyewaan Alat Berat Secara COO di PT Pertamina EP Papua Field | Mei 2026 | IDR | 27100000000 | 80
541 | PERTAMINA EP, PT | A043-25-A-140137 | COO Landing Craft Tank (LCT) Penunjang Operasional di Lingkungan Wilayah Kerja Pertamina EP Field Papua | Februari 2026 | IDR | 14515000000 | 80
542 | PERTAMINA EP, PT | A043-26-A-090140 | Jasa Perbaikan Dan Pemeliharaan Sucker Rod Pump di PT Pertamina EP Zona 9 | April 2026 | IDR | 20000000000 | 35
543 | PERTAMINA EP, PT | A043-26-A-090141 | JASA PENGOPERASIAN 1 (SATU) UNIT RIG OWN WELL SERVICES SANGASANGA FIELD | April 2026 | IDR | 30000000000 | 92
544 | PERTAMINA EP, PT | A043-26-A-090143 | Pengadaan Line Pipe HFW/ERW dengan Skema TFC Ukuran 2 - 12 IN Regional 3 Area Zona 9 dan 10 (WK PEP) | Juli 2026 | IDR | 40054246444 | 40
545 | PERTAMINA EP, PT | A043-26-A-090145 | Penyediaan Tenaga Alih Daya Sangasanga I - Production, Project & Operation Support | April 2026 | IDR | 65809613090 | 90
546 | PERTAMINA EP, PT | A043-26-A-090146 | Penyediaan Tenaga Alih Daya Sangasanga II - Production & Project dan SCM | April 2026 | IDR | 67399566808 | 90
547 | PERTAMINA EP, PT | A043-26-A-090150 | JASA ANALISA DAN MONITORING KEGIATAN OPERASI PENGEBORAN DI WILAYAH PT PERTAMINA HULU INDONESIA ZONA 9 | April 2026 | IDR | 74000000000 | 90
548 | PERTAMINA EP, PT | A043-26-A-090151 | Jasa Penyediaan dan Pengoperasian Rig untuk Pemboran, Workover dan Well Services di Sub Holding Upstream (PA No 46500169886) | April 2026 | USD | 3500000 | 75
549 | PERTAMINA EP, PT | A043-26-A-090152 | Jasa Penyediaan dan Pengoperasian Rig untuk Pemboran, Workover dan Well Services di Sub Holding Upstream (PA No 46500169886) | Mei 2026 | USD | 4900000 | 75
550 | PERTAMINA EP, PT | A043-26-A-100156 | Jasa Operasional Penanggulangan Keadaan Darurat Di Pertamina EP Bunyu Field | Januari 2026 | IDR | 11267771780 | 55
551 | PERTAMINA EP, PT | A043-26-A-100159 | Jasa Instalasi Kelistrikan dan Instrumentasi Field | April 2026 | IDR | 49500000000 | 57
552 | PERTAMINA EP, PT | A043-25-A-110238 | Penyediaan Jasa Studi Geomekanik Lengkap dengan Peralatan dan Tenaga Ahli di PEP dan PHE TEJ Zona 11 | Februari 2026 | IDR | 18224000000 | 15
553 | PERTAMINA EP, PT | A043-25-A-110240 | Jasa Pengoperasian Rig atau Hoist | April 2026 | IDR | 18000000000 | 90
554 | PERTAMINA EP, PT | A043-25-A-110241 | Jasa Pengoperasian dan Maintenance Sonolog, Dynagraph & BHP Survey Field Cepu | April 2026 | IDR | 10043909375 | 75
555 | PERTAMINA EP, PT | A043-25-A-110242 | Jasa Sewa Fasilitas Produksi, Mobile Test Unit (MTU), Electronic Memory Recorder (EMR), dan Tenaga Kerjanya Untuk Sumur di Lapangan PT Pertamina EP Zona 14 | Februari 2026 | IDR | 49993550000 | 75
556 | PERTAMINA EP, PT | A043-25-A-530244 | Penyediaan Jasa Konsultan Tenaga Ahli | April 2026 | IDR | 48000000000 | 90
557 | PERTAMINA EP, PT | A043-25-A-130247 | Jasa Pemeliharaan Mechanical Seal John Crane di Donggi Matindok Field | April 2026 | IDR | 26000000000 | 15
558 | PERTAMINA EP, PT | A043-25-B-110259 | Jasa Inspeksi, Troubleshooting, Kalibrasi, Penggantian & Sewa Gas Detector secara COO Selama 3 Tahun | April 2026 | IDR | 8961440000 | 50
559 | PERTAMINA EP, PT | A043-25-B-110260 | Jasa Sewa dan Pengoperasian Early Production Facility (EPF) Sumur NKT- 01TW | April 2026 | IDR | 43932016000 | 50
560 | PERTAMINA EP, PT | A043-25-B-110265 | Jasa Fracturing Sumur High Temperature di PT Pertamina EP Cepu Zona 11 | Februari 2026 | IDR | 30756170063 | 50
561 | PERTAMINA EP, PT | A043-25-B-530254 | Provision of Rig Min 450HP - 750HP & Services for Tawun Gegunung Working Area | Mei 2026 | IDR | 13033900000 | 80
562 | PERTAMINA EP, PT | A043-25-B-530255 | Provision of Directional Drilling for Tawun Gegunung Working Area | Mei 2026 | IDR | 6942760000 | 55
563 | PERTAMINA EP, PT | A043-25-B-530256 | Provision of Mud Material & Services Tawun Gegunung Working Area | Mei 2026 | IDR | 6046714000 | 45
564 | PERTAMINA EP, PT | A043-26-A-510031 | Pengadaan Tubing dan Pup Joint 13Cr Zona 7 | Maret 2026 | USD | 4780000 | 25
565 | PERTAMINA EP, PT | A043-26-A-510032 | Jasa Pumping Service, Stimulasi, dan Penanganan Sumur | Maret 2026 | IDR | 73000000000 | 65
566 | PERTAMINA EP, PT | A043-26-A-510033 | Jasa Pumping Service, Stimulasi, dan Penanganan Sumur dengan Coiled Tubing Unit di PT Pertamina EP Zona 7 Jatibarang Field | April 2026 | IDR | 66533333333 | 65
567 | PERTAMINA EP, PT | A043-26-A-510034 | Jasa Electric Logging, Perforation, dan Data Processing (EWLPP) untuk Pekerjaan Workover dan Well Intervention di PT Pertamina EP Zona 7 | Maret 2026 | IDR | 73000000000 | 55
568 | PERTAMINA EP, PT | A043-26-A-L00005 | Jasa Mud Logging Unit dan Peralatan Pendukung Sumur Eksplorasi Wilayah Kerja Pertamina EP | April 2026 | IDR | 73000000000 | 65
569 | PERTAMINA EP, PT | A043-26-A-L00006 | Pekerjaan Jasa DST Dan Production Testing Sumur-Sumur Eksplorasi Wilayah Kerja Pertamina EP | Juli 2026 | USD | 4800000 | 55
570 | PERTAMINA EP, PT | A043-26-A-L70001 | Penyediaan Jasa Liner Hanger untuk Wilayah Kerja PT Pertamina EP Zona 7 | April 2026 | USD | 3284392 | 35
571 | PERTAMINA EP, PT | A043-26-A-L70002 | Jasa Penyediaan dan Pengelolaan High Density Completion Fluid di PT Pertamina EP Zona 7 | Mei 2026 | IDR | 32732895000 | 80
572 | PERTAMINA EP, PT | A043-26-A-L09008 | JASA PENYEMENAN DI WILAYAH SANGASANGA PT PERTAMINA EP | April 2026 | USD | 4950000 | 55
573 | PERTAMINA EP, PT | A043-26-A-090103 | Call of Order (COO) Oil Well Cement Class G di Wilayah Kerja PEP Regional 3 | Mei 2026 | IDR | 10690824009 | 40
574 | PERTAMINA EP, PT | A043-26-A-090104 | Jasa Penyediaan Catering di Pertamina EP Zona 9 Sangasanga Field | April 2026 | IDR | 28286508000 | 70
575 | PERTAMINA EP, PT | A043-26-A-500018 | Perjanjian Sewa Menyewa Lantai baru di RDTX Place (est. 2400 m2) | April 2026 | IDR | 35468210300 | 80
576 | PERTAMINA EP, PT | A043-26-A-500019 | Pengadaan Jasa Desain Interior, Fit Out, Furniture Ruang Kantor di RDTX Place Jakarta (est. 2400 m2) | Maret 2026 | IDR | 19772142000 | 70
577 | PERTAMINA EP, PT | A043-26-A-500020 | Call Of Order Event Organizer PHR (Regional 1 + WK Rokan) | Maret 2026 | IDR | 57600000000 | 70
578 | PERTAMINA EP, PT | A043-26-A-500022 | Jasa Pemboran Berarah (Directional Drilling) Menggunakan Motorized RSS, MWD dan LWD untuk Pemboran Sumur- Sumur PT Pertamina EP Field Prabumulih dan Field Limau | April 2026 | USD | 4936570 | 50
579 | PERTAMINA EP, PT | A043-26-A-500023 | Kontrak Bersama Jasa Pemboran Berarah (Directional Drilling) Menggunakan RSS dan LWD Lengkap dengan Tenaga Ahli Untuk Pemboran Sumur Eksplorasi dan Sumur Eksploitasi Area Sumatera | Maret 2026 | USD | 4983882 | 50
580 | PERTAMINA EP, PT | A043-26-A-500024 | Jasa Pengelolaan Water Based Mud (WBM) & Oil Based Mud (OBM) Untuk Pemboran Sumur Eksplorasi dan Sumur Eksploitasi Area Sumatera | Maret 2026 | USD | 4967450 | 50
581 | PERTAMINA EP, PT | A043-26-A-500025 | Jasa Pengelolaan High Performance Water Based Mud (HPWBM) untuk Pemboran Sumur PT Pertamina EP Field Prabumulih, Field Limau dan Field Ramba | April 2026 | USD | 4936104 | 50
582 | PERTAMINA EP, PT | A043-26-A-500026 | Penyediaan Jasa Pemboran Berarah (Directional Drilling) Lengkap Dengan Tenaga Ahli Untuk Pemboran Sumur Eksploitasi PT Pertamina EP Zona 1 Selama 24 Bulan | April 2026 | USD | 4944785 | 50
583 | PERTAMINA EP, PT | A043-26-A-500027 | Penyediaan Jasa Pemboran Berarah (Directional Drilling) Lengkap Dengan Tenaga Ahli Untuk Pemboran Sumur Eksploitasi PT Pertamina EP Zona 4 Selama 24 Bulan | April 2026 | USD | 4982340 | 50
584 | PERTAMINA EP, PT | A043-26-A-500030 | Jasa EPC Pembangunan WTIP Lapangan Benuang | Maret 2026 | IDR | 67372287300 | 30
585 | PERTAMINA EP, PT | A043-26-A-500033 | JASA PENGELOLAAN LIMBAH CAIR KEGIATAN PEMBORAN REGIONAL 1 | Maret 2026 | IDR | 69530780963 | 40
586 | PERTAMINA EP, PT | A043-26-A-H00001 | Jasa Perbaikan dan Reaktivasi Pipe Penyalur (Trunkline) Dari SKG Tapa Sampai Tie-In Point | Januari 2026 | USD | 652265 | 35
587 | PERTAMINA EP, PT | A043-26-A-530011 | Penyediaan Jasa Tenaga Alih Daya (TAD) Untuk Menunjang Kebutuhan Operasional Fungsi HSSE Field Papua | Juli 2026 | IDR | 12425803494 | 90
588 | PERTAMINA EP, PT | A043-26-A-530019 | Penyediaan Cutting Dryer & Centrifuges Services | Juni 2026 | USD | 4315986 | 55
589 | PERTAMINA EP, PT | A043-26-A-L40020 | Penyediaan Drilling Fluid Services | Juni 2026 | USD | 4976725 | 45
590 | PERTAMINA EP, PT | A043-26-A-L40021 | Penyediaan Jasa Directional Drilling, MWD dan LWD | Juni 2026 | USD | 4328687 | 55
591 | PERTAMINA EP, PT | A043-26-A-530022 | Penyediaan Jasa Mudlogging dan Real Time Operation | Juni 2026 | USD | 4401742 | 60
592 | PERTAMINA EP, PT | A043-26-A-L40023 | Penyediaan Wireline, Logging & Perforation Services | Juni 2026 | USD | 1766398 | 55
593 | PERTAMINA EP, PT | A043-26-A-530024 | Penyediaan Casing & Tubing Running Services | Juni 2026 | USD | 1358300 | 50
594 | PERTAMINA EP, PT | A043-26-A-L40025 | Penyediaan Drilling Bit Services | Juni 2026 | USD | 3950168 | 40
595 | PERTAMINA EP, PT | A043-25-B-530257 | Provision of Cementing Material & Services Tawun Gegunung Working Area | Mei 2026 | IDR | 6841017608 | 45
596 | PERTAMINA EP, PT | A043-25-B-110277 | Jasa Penyewaan dan Pengoperasian PCP | Maret 2026 | IDR | 71698225000 | 65
597 | PERTAMINA EP, PT | A043-25-B-110262 | Pengadaan Gas Engine Generator Sumur ESP CW Platform | April 2026 | IDR | 15920000000 | 0
598 | PERTAMINA EP, PT | A043-25-B-530278 | Jasa Proyek Terintegrasi Pekerjaan Pemboran 2 Sumur | Mei 2026 | IDR | 49000000000 | 60
599 | PERTAMINA EP, PT | A043-26-A-090114 | PENYEDIAAN JASA PENGELOLAAN HIGH PERFORMANCE WATER BASED MUD UNTUK PEMBORAN SUMUR DI WILAYAH SANGASANGA PT PERTAMINA EP | April 2026 | USD | 4975000 | 45
600 | PERTAMINA EP, PT | A043-26-A-090115 | PENYEDIAAN JASA PENGELOLAAN HIGH PERFORMANCE WATER BASED MUD UNTUK PEMBORAN SUMUR DI WILAYAH SANGATTA & TANJUNG PT PERTAMINA EP | April 2026 | USD | 4975000 | 45
601 | PERTAMINA EP, PT | A043-26-A-090117 | Fiber Optic Installation & Maintenance | April 2026 | IDR | 9011571704 | 35
602 | PERTAMINA EP, PT | A043-26-A-090127 | Jasa Sewa Alat Berat Support Rig Zona 9 (PEP) | April 2026 | IDR | 39990000000 | 80
603 | PERTAMINA EP, PT | A043-26-A-090128 | Jasa Penyiapan Lokasi Bor Northern Area Zona 9 (PEP) | April 2026 | IDR | 44800000000 | 80
604 | PERTAMINA EP, PT | A043-26-A-500034 | PENYEDIAAN JASA DAN PERALATAN ELECTRICAL WIRELINE LOGGING, PERFORATING, DAN JASA PROCESSING (EWLPP) FIELD RANTAU DAN FIELD PANGKALAN SUSU ZONA 1 | Maret 2026 | IDR | 69933900000 | 60
605 | PERTAMINA EP, PT | A043-26-A-500035 | Penyediaan Jasa Sistem Perangkat Lunak Simulasi Pemantauan Pencegahan Bahaya dan Optimalisasi Sumur Pemboran Secara Real Time Lengkap dengan Tenaga Kerja Untuk Pemboran Sumur Eksplorasi PT Pertamina EP Zona 1 | April 2026 | IDR | 20000000000 | 75
606 | PERTAMINA EP, PT | A043-26-A-500036 | Penyediaan Jasa Mud Logging Unit Lengkap dengan Peralatan dan Personel untuk Sumur Pemboran PT Pertamina EP Zona 4 Field Pedopo, Field Adera dan Field Ramba | Mei 2026 | IDR | 73000000000 | 60
607 | PERTAMINA EP, PT | A043-26-A-500037 | Kontrak Bersama Penyediaan Jasa Tenaga Ahli QA/QC & Specialist untuk Pendukung Operasi Pemboran/Workover di area Regional 1 | Maret 2026 | IDR | 55000000000 | 95
608 | PERTAMINA EP, PT | A043-26-A-500038 | Penyediaan Jasa Supervisi untuk Mendukung Kegiatan Pemboran di Wilayah Kerja PT Pertamina EP Zona 1 | April 2026 | IDR | 45000000000 | 90
609 | PERTAMINA EP, PT | A043-26-A-500039 | Kontrak Bersama Pekerjaan Jasa Penyemenan, Stimulasi, Pemompaan dengan Peralatan Material dan Personel untuk Pengeboran Sumur di Area Sumatera | Maret 2026 | USD | 4850000 | 75
610 | PERTAMINA EP, PT | A043-26-A-500041 | Penyediaan 1 (Satu) Unit Perangkat Pemboran Kapasitas Minimum 1500 HP untuk Pemboran Sumur di Wilayah PT Pertamina Zona 1 | April 2026 | IDR | 74700000000 | 75
